50000
0.2134645531	0.3229105839	0.5686285160	0.8374151673	0.1610496103	0.4307499132	0.1852642550	0.5420264698	0.4202400713	0.6078604417
0.0060431216	0.6002167716	0.5318391709	0.7998949401	0.0330596177	0.9483147089	0.2200972510	0.1289901787	0.8228870027	0.4339754342
0.1850560263	0.5563318285	0.6803949011	0.4996732219	0.9229946287	0.0107184632	0.1364112435	0.6542419163	0.5419957517	0.5171680433
0.9213960570	0.9296050791	0.0246048362	0.4804197624	0.2142288247	0.3870552284	0.8722215688	0.3752798203	0.7578116792	0.5986644969
0.3727332026	0.6405249796	0.9877360810	0.1435372758	0.8904672568	0.9204239574	0.1638230105	0.9024826550	0.5235669739	0.2814222624
0.8550195294	0.1212079020	0.7577414247	0.1371245023	0.0297761579	0.9275132525	0.2667726504	0.5080874552	0.4853860736	0.9835454086
0.3098705871	0.5600742884	0.3500835013	0.5381669427	0.1653295404	0.1920632246	0.4580331878	0.9746566863	0.0069366452	0.8170884385
0.9577251970	0.5094329120	0.8049415208	0.4543797878	0.6970555531	0.3283629307	0.3488210032	0.9366477188	0.9983012935	0.8110329760
0.0604450401	0.2080407948	0.1651025796	0.9972425112	0.3718729486	0.7965200550	0.5614099268	0.8458711868	0.8751250036	0.4283112072
0.5834809060	0.4001434180	0.4657318117	0.3654790628	0.6997698443	0.5144835558	0.5343082884	0.7444334251	0.1911299721	0.0963558798
0.5376889413	0.2051989090	0.7682213732	0.9502616780	0.0716727645	0.8386899937	0.6146759386	0.9834132750	0.4287035013	0.5335715137
0.8361360657	0.4114567603	0.6206662189	0.8941273630	0.2171915526	0.7872998423	0.4404916871	0.7563269001	0.9838560157	0.3842559174
0.1038832686	0.4815953248	0.3603097163	0.1096297919	0.0333790204	0.4197687068	0.2617355144	0.5316161185	0.5314274182	0.3381569819
0.3095597360	0.4774062536	0.5933815702	0.8044001789	0.3851104265	0.5048258481	0.3634791936	0.6042267755	0.1742083720	0.4543756718
0.2187880603	0.2229973289	0.5015280236	0.4605774697	0.6089901571	0.9499400892	0.7696509400	0.7193784521	0.7673429210	0.0749136696
0.1921998498	0.5011396709	0.4134507209	0.2287622135	0.6896794868	0.3959531215	0.5263889340	0.1206771383	0.9222672963	0.2637993410
0.5712091460	0.9319171637	0.0125689594	0.6457569498	0.0000029473	0.8112345763	0.8038140395	0.1197821105	0.6031155739	0.6631580363
0.3321043162	0.4171954595	0.5721104450	0.2736911361	0.2975399276	0.6222167523	0.3128421080	0.7538881986	0.5484858702	0.7320816863
0.9050964898	0.9108034508	0.6370499886	0.2226101570	0.4101403943	0.0266629566	0.0101537340	0.2257944352	0.4748624156	0.5506040137
0.4507844691	0.1692082777	0.1787092700	0.1513450413	0.8340321725	0.3412765935	0.1286362800	0.0864155972	0.6163317251	0.1915983378
0.8299702270	0.8492954982	0.8114844615	0.7414798913	0.9044806387	0.9708434662	0.9953740265	0.4224804394	0.5237953049	0.9982953862
0.4623933601	0.2434116953	0.2395296723	0.7478252237	0.6868284570	0.6519583395	0.3315288187	0.3709374917	0.2037035799	0.1700049620
0.4098089394	0.8569810935	0.9229699931	0.2187460182	0.6713115576	0.4921442746	0.5108286749	0.4102431028	0.2599844098	0.8586391011
0.1873754634	0.0724684478	0.0567760273	0.1614360340	0.2362351056	0.7733643199	0.2602062775	0.6380096469	0.9485026022	0.0166255827
0.2627146153	0.3053101696	0.3699546520	0.6694682288	0.3139221527	0.6985102499	0.9166879054	0.4663707428	0.2743126320	0.6413572660
0.9250376897	0.4888609658	0.7330279541	0.2879779487	0.6552938704	0.5138657372	0.0695261627	0.5623899977	0.4199750237	0.7845528501
0.4394860332	0.9814531727	0.4681609955	0.7117737739	0.2840313431	0.8349367941	0.3222098736	0.3567382916	0.9502860792	0.7805083987
0.1635566294	0.9992510989	0.6735527038	0.1917083033	0.2652737551	0.5295350604	0.0109161513	0.5632159211	0.2211828835	0.3705227346
0.3226211242	0.3950607248	0.3022807038	0.2918271247	0.9592566564	0.2625524247	0.2183392084	0.6945707338	0.2433352891	0.9055281845
0.5747699892	0.2152187981	0.0935385014	0.7398498062	0.2731239083	0.1163819813	0.1327458569	0.9384910772	0.5070802733	0.3245603156
0.9316118587	0.9756608844	0.1965019587	0.1990462860	0.9594085977	0.7939500366	0.1039076996	0.6229362677	0.2876733064	0.0127525367
0.8570711399	0.4619515514	0.0848294709	0.8686850488	0.0912784278	0.8573886529	0.4712095768	0.8699976202	0.5292931161	0.2735623564
0.1869146784	0.8810626092	0.9986642570	0.7447618761	0.4002968173	0.5843066159	0.3100364780	0.1008790987	0.9331749331	0.6962309592
0.0333520820	0.3729113869	0.0175330728	0.8359869821	0.8849650909	0.8382900117	0.7399485193	0.3974208397	0.2713082791	0.2874473031
